"","id","name","zipCode","districtCode","districtName","stationType","st1","st2","st3","st4","lat","lon"
"1",448,"DR. ANDRADE - ARCOS DE BELÉN",NA,NA,NA,"BIKE,TPV",448,448,448,448,19.426611,-99.14447
"2",443,"BRUNO TRAVEN-GOLONDRINAS","3340","1","Ampliación Granada","BIKE",432,442,444,432,19.359655,-99.162025
"3",416,"RECREO-PARROQUÍA","3104","1","Ampliación Granada","BIKE",390,391,415,390,19.371308,-99.177607
"4",437,"MORAS-COMUNAL","3240","1","Ampliación Granada","BIKE",423,436,438,423,19.36480833,-99.17602222
"5",438,"ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI","3240","1","Ampliación Granada","BIKE",434,435,437,434,19.36479722,-99.17458333
"6",440,"REAL DE MAYORAZGO-PUENTE XOCO","3330","1","Ampliación Granada","BIKE",433,439,441,433,19.36065,-99.168669
"7",347,"PENNSYLVANIA-MAXIMINO AVILA CAMACHO","3710","1","Ampliación Granada","BIKE,TPV",334,346,348,334,19.384378,-99.176097
"8",350,"JOSE CLEMENTE OROZCO-CORREGGIO","3710","1","Ampliación Granada","BIKE",349,352,349,352,19.384062,-99.181482
"9",356,"MATIAS ROMERO -ADOLFO PRIETO","3100","1","Ampliación Granada","BIKE",355,357,372,355,19.381292,-99.170171
"10",361,"PORFIRIO DÍAZ-AV. INSURGENTES","3100","1","Ampliación Granada","BIKE",354,369,370,354,19.3804457,-99.1762233
"11",368,"PORFIRIO DÍAZ-CINCINATTI ","3740","1","Ampliación Granada","BIKE",366,367,369,366,19.379246,-99.179344
"12",369,"PORFIRIO DÍAZ-AV. INSURGENTES","3740","1","Ampliación Granada","BIKE,TPV",367,368,367,368,19.379884,-99.177478
"13",372,"DR. ROBERTO GAYOL-TLACOQUEMECATL","3104","1","Ampliación Granada","BIKE,TPV",373,378,379,373,19.37797,-99.170289
"14",379,"DR. ROBERTO GAYOL-MIGUEL LAURENT","3104","1","Ampliación Granada","BIKE",378,380,395,378,19.375751,-99.17084
"15",402,"UXMAL-MUNICIPIO LIBRE","3310","1","Ampliación Granada","BIKE,TPV",401,403,405,401,19.3709452,-99.1587223
"16",3,"REFORMA-INSURGENTES","06500","1","Ampliación Granada","BIKE,TPV",8,20,86,8,19.431655,-99.158668
"17",12,"RIO LERMA-VILLALONGIN","06500","1","Ampliación Granada","BIKE",11,19,20,85,19.432313,-99.161597
"18",13,"REFORMA-RIO RODANO","06500","1","Ampliación Granada","BIKE,TPV",7,14,21,7,19.423778,-99.175558
"19",16,"REFORMA-RIO GUADALQUIVIR","06500","1","Ampliación Granada","BIKE",9,23,24,9,19.42653,-99.169164
"20",17,"REFORMA-RIO TIBER","06500","1","Ampliación Granada","BIKE,TPV",16,18,25,16,19.427501,-99.167125
"21",19,"REFORMA-RIO NEVA","06500","1","Ampliación Granada","BIKE,TPV",12,20,27,12,19.43001,-99.161675
"22",21,"REFORMA-LIEJA","06500","1","Ampliación Granada","BIKE,TPV",7,13,14,28,19.423317,-99.175124
"23",36,"PUEBLA-VERACRUZ","06140","1","Ampliación Granada","BIKE,TPV",37,41,44,37,19.419725,-99.175778
"24",47,"GLORIETA CIBELES-OAXACA","06700","1","Ampliación Granada","BIKE,TPV",42,51,56,42,19.419515,-99.166299
"25",41,"REFORMA-AV. DE LA REPUBLICA","06700","1","Ampliación Granada","BIKE,TPV",29,29,29,29,19.435637,-99.150137
"26",55,"5 DE MAYO-BOLIVAR","06700","1","Ampliación Granada","BIKE,TPV",65,87,65,87,19.434356,-99.138064
"27",57,"CUERNAVACA-JUAN ESCUTIA","06140","1","Ampliación Granada","BIKE",48,49,50,62,19.414903,-99.17495
"28",66,"MAZATLAN-FRANCISCO MARQUEZ","06170","1","Ampliación Granada","BIKE",65,72,65,72,19.411402,-99.178666
"29",74,"NUEVO LEON-OZULAMA","06100","1","Ampliación Granada","BIKE",63,68,71,63,19.410343,-99.172831
"30",63,"NUEVO LEON- LAREDO","06100","1","Ampliación Granada","BIKE,TPV",70,76,77,70,19.413681,-99.171531
"31",70,"PARQUE MEXICO-MICHOACAN","06100","1","Ampliación Granada","BIKE,TPV",71,76,71,76,19.411272,-99.169718
"32",88,"2A CDA 5 DE MAYO-PALMA",NA,"1","Ampliación Granada","BIKE",55,89,55,89,19.433815,-99.135303
"33",72,"MAZATLAN-ALFONSO REYES","06170","1","Ampliación Granada","BIKE",65,66,75,65,19.409893,-99.179544
"34",86,"SULLIVAN-INSURGENTES","06470","1","Ampliación Granada","BIKE,TPV",12,20,12,20,19.432378,-99.159077
"35",102,"ECHEVESTE-BOLIVAR",NA,"1","Ampliación Granada","BIKE",101,104,109,101,19.42821,-99.13949
"36",110,"DR. VALENZUELA-DR. RÍO DE LA LOZA",NA,"1","Ampliación Granada","BIKE",107,108,122,107,19.42513,-99.14339
"37",111,"GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN",NA,"1","Ampliación Granada","BIKE",103,160,183,103,19.438371,-99.166474
"38",112,"AV. MORELOS-ABRAHAM GONZALEZ","06500","1","Ampliación Granada","BIKE",98,113,114,98,19.432819,-99.151734
"39",123,"CLAUDIO BERNARD-DR. LAVISTA","06500","1","Ampliación Granada","BIKE",124,125,133,124,19.424161,-99.153117
"40",150,"CAMPECHE-MEDELLÍN",NA,"1","Ampliación Granada","BIKE",146,151,152,146,19.409965,-99.164292
"41",154,"TUXPAN-TLAXCALA",NA,"1","Ampliación Granada","BIKE,TPV",152,153,157,152,19.406683,-99.167962
"42",171,"COMERCIO-JOSE MARTÍ",NA,"1","Ampliación Granada","BIKE",167,168,173,167,19.402584,-99.178199
"43",173,"MINERÍA-JOSÉ MARTÍ",NA,"1","Ampliación Granada","BIKE",168,169,171,168,19.401682,-99.176398
"44",174,"JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO",NA,"1","Ampliación Granada","BIKE,TPV",160,183,254,160,19.44111,-99.16164
"45",204,"TEMISTOCLES-HOMERO","11510","1","Ampliación Granada","BIKE",196,200,245,196,19.435882,-99.19152
"46",197,"MIGUEL DE CERVANTES-FC DE CUERNAVACA",NA,"1","Ampliación Granada","BIKE,TPV",197,197,197,197,19.440077,-99.204316
"47",227,"CAMPOS ELÍSEOS-PERIFÉRICO",NA,"1","Ampliación Granada","BIKE",213,219,220,213,19.431791,-99.207373
"48",181,"BENJAMIN FRANKLIN-SALTILLO",NA,"1","Ampliación Granada","BIKE",168,169,179,168,19.404976,-99.175095
"49",232,"TAINE-RUBEN DARÍO ",NA,"1","Ampliación Granada","BIKE",224,225,226,224,19.42894,-99.185389
"50",237,"ANDRÉS BELLO-ELLIOT ",NA,"1","Ampliación Granada","BIKE,TPV",193,234,238,193,19.426744,-99.193986
"51",238,"ANDRÉS BELLO-ELLIOT ",NA,"1","Ampliación Granada","BIKE",193,234,237,193,19.426765,-99.193752
"52",234,"TRES PICOS-ARQUÍMIDES ",NA,"1","Ampliación Granada","BIKE",192,193,231,192,19.42783,-99.191539
"53",243,"MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT ","11510","1","Ampliación Granada","BIKE",199,242,244,199,19.440839,-99.196712
"54",248,"SHAKESPEARE-LAFAYETTE ","11510","1","Ampliación Granada","BIKE",246,247,249,246,19.43175,-99.177399
"55",250,"DARWIN-MARIANO ESCOBEDO ","11510","1","Ampliación Granada","BIKE,TPV",239,249,252,239,19.429057,-99.17966
"56",253,"DANTE-TOLSTOI ","11510","1","Ampliación Granada","BIKE,TPV",195,252,261,195,19.425835,-99.177924
"57",255,"JOSE ROSAS MORENO-GUILLERMO PRIETO ",NA,"1","Ampliación Granada","BIKE",160,183,257,160,19.437159,-99.161808
"58",259,"TÓMAS ALVA EDISON-PONCIANO ARRIAGA ",NA,"1","Ampliación Granada","BIKE",256,256,256,256,19.43757,-99.15468
"59",261,"PASEO DE LA REFORMA-RÍO RÓDANO ",NA,"1","Ampliación Granada","BIKE",195,252,253,195,19.423704,-99.175196
"60",264,"HÉROES FERROCARRILEROS-AV. CENTRAL",NA,"1","Ampliación Granada","BIKE",265,266,268,265,19.440985,-99.152935
"61",265,"HÉROES FERROCARRILEROS-JESÚS GARCIA",NA,"1","Ampliación Granada","BIKE,TPV",264,275,264,275,19.440839,-99.152265
"62",273,"LUIS DONALDO COLOSIO-AV. CENTRAL",NA,"1","Ampliación Granada","BIKE",176,268,274,176,19.442707,-99.152956
"63",277,"AMPLIACIÓN TONALÁ-OBRERO MUNDIAL","3020","1","Ampliación Granada","BIKE",165,276,280,165,19.401807,-99.15909
"64",278,"MIER Y PESADO-OBRERO MUNDIAL","3103","1","Ampliación Granada","BIKE",164,279,282,164,19.40071,-99.163831
"65",271,"AV. CENTRAL-J. MENESES ",NA,"1","Ampliación Granada","BIKE",266,267,272,266,19.442689,-99.152465
"66",283,"AV. COYOACÁN-RAFAEL DONDE","3103","1","Ampliación Granada","BIKE",279,292,293,279,19.39827,-99.167383
"67",288,"11 DE ABRIL-AVENIDA 2","3800","1","Ampliación Granada","BIKE",287,310,311,287,19.396333,-99.183575
"68",305,"AVENIDA DEL PARQUE-ARIZONA","3810","1","Ampliación Granada","BIKE,TPV",304,306,307,304,19.394693,-99.175531
"69",308,"NUEVA YORK-ARIZONA","3810","1","Ampliación Granada","BIKE",306,307,309,306,19.393594,-99.178072
"70",310,"CALLE 1-AV. PATRIOTISMO","3800","1","Ampliación Granada","BIKE",309,311,312,309,19.395319,-99.181733
"71",311,"CALLE 5-AVENIDA REVOLUCIÓN","3800","1","Ampliación Granada","BIKE",310,312,328,310,19.393665,-99.185391
"72",313,"PENNSYLVANIA-OKLAHOMA","3810","1","Ampliación Granada","BIKE",308,309,314,308,19.391431,-99.178989
"73",321,"TORRES ADALID-ANAXÁGORAS","3020","1","Ampliación Granada","BIKE",320,322,340,320,19.389477,-99.157513
"74",322,"HERIBERTO FRÍAS-CONCEPCIÓN BEISTEGUI","3020","1","Ampliación Granada","BIKE",321,323,339,321,19.388528,-99.160616
"75",325,"PROVIDENCIA -AVENIDA DEL VALLE","3100","1","Ampliación Granada","BIKE",316,335,336,316,19.3881779,-99.1696894
"76",251,"GOETHE-DARWIN ","11510","2","Anzures","BIKE",248,249,252,248,19.429261,-99.17538
"77",252,"VICTOR HUGO-SHAKESPEARE ","11510","2","Anzures","BIKE",249,251,253,249,19.427575,-99.17702
"78",249,"SHAKESPEARE-DARWIN ","11510","2","Anzures","BIKE",248,250,251,248,19.429877,-99.177569
"79",246,"LEIBNITZ-THIERS","11510","2","Anzures","BIKE",207,247,248,207,19.434147,-99.179835
"80",247,"HERSCHEL-ROUSSEAU ","11510","2","Anzures","BIKE",226,239,246,226,19.432102,-99.180565
"81",452,"LEIBNITZ-AV. EJERCITO NACIONAL",NA,"2","Anzures","BIKE",452,452,452,452,19.435031,-99.179838
"82",439,"AMORES-AVENIDA COYOACÁN","3240","ACA","Acacias","BIKE",433,434,438,433,19.36218889,-99.17246667
"83",436,"RODRIGUEZ SARO-BUFALLO","3240","ACA","Acacias","BIKE",422,423,437,422,19.366217,-99.177819
"84",423,"MORAS-JOSÉ MARÍA RICO (EJE 8)","3240","ACA","Acacias","BIKE",422,436,437,422,19.367631,-99.175342
"85",435,"RODRIGUEZ SARO-AVENIDA COYOACÁN","3230","ACT","Actipan","BIKE",433,434,438,433,19.365154,-99.172906
"86",420,"MARÍA LUZ BRINGAS-OSO","3230","ACT","Actipan","BIKE",418,419,421,418,19.369723,-99.17964
"87",421,"MARÍA LUZ BRINGAS-OSO","3230","ACT","Actipan","BIKE",419,420,422,419,19.369467,-99.179401
"88",422,"BUFALO-JOSÉ MARÍA RICO (EJE 8)","3230","ACT","Actipan","BIKE",421,423,436,421,19.368356,-99.177487
"89",349,"AUGUSTO RODIN-AVENIDA SAN ANTONIO","3840","AMN","Ampliación Nápoles","BIKE",332,348,350,332,19.385688,-99.180857
"90",334,"NUEVA YORK-AV. INSURGENTES","3840","AMN","Ampliación Nápoles","BIKE",326,335,346,326,19.386568,-99.175089
"91",326,"EUGENIA-NEBRASKA","3840","AMN","Ampliación Nápoles","BIKE",327,334,335,327,19.388978,-99.174811
"92",266,"AV. JESÚS GARCIA-CARLOS J. MENESES ",NA,"BUE","Buenavista","BIKE,TPV",267,268,269,267,19.444031,-99.152187
"93",267,"AV. JESÜS GARCÏA-CARLOS J. MENESES",NA,"BUE","Buenavista","BIKE",176,266,271,176,19.443735,-99.152203
"94",268,"LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ",NA,"BUE","Buenavista","BIKE",176,269,273,176,19.442448,-99.151586
"95",269,"LUIS DONALDO COLOSIO-ALDAMA ",NA,"BUE","Buenavista","BIKE",176,268,273,176,19.442467,-99.151658
"96",272,"AV. CENTRAL-J. MENESES ",NA,"BUE","Buenavista","BIKE",266,267,271,266,19.443467,-99.152491
"97",274,"LUIS DONALDO COLOSIO-AV INSURGENTES NORTE ",NA,"BUE","Buenavista","BIKE",176,268,273,176,19.442772,-99.153289
"98",275,"HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE",NA,"BUE","Buenavista","BIKE",264,265,264,265,19.441062,-99.153164
"99",176,"AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO",NA,"BUE","Buenavista","BIKE",266,267,272,266,19.442689,-99.152286
"100",348,"INDIANA-AVENIDA SAN ANTONIO","3710","CDD","Ciudad de los Deportes","BIKE",347,349,350,347,19.385365,-99.178216
"101",362,"AUGUSTO RODIN-ALBERTO BALDERAS","3710","CDD","Ciudad de los Deportes","BIKE",367,368,367,368,19.382207,-99.181043
"102",363,"HOLBEIN-PAULO UCELLO","3710","CDD","Ciudad de los Deportes","BIKE",362,367,362,367,19.380813,-99.183851
"103",353,"CAROLINA-HOLBEIN","3710","CDD","Ciudad de los Deportes","BIKE,TPV",354,361,362,354,19.382168,-99.178808
"104",262,"REPUBLICA DE CUBA-REPUBLICA DE BRASIL ",NA,"CEN","Centro","BIKE,TPV",91,92,93,91,19.43693,-99.13395
"105",260,"AV JUAREZ-BALDERAS ",NA,"CEN","Centro","BIKE",29,41,43,29,19.435354,-99.147742
"106",105,"SAN JERONIMO-5 DE FEBRERO","06500","CEN","Centro","BIKE",101,104,106,101,19.426755,-99.135014
"107",106,"SAN JERONIMO-JOSE MARIA PINO SUAREZ","06500","CEN","Centro","BIKE",100,101,105,100,19.42649,-99.133537
"108",107,"TOLSA-BALDERAS","06500","CEN","Centro","BIKE",98,108,122,98,19.427329,-99.149971
"109",108,"TOLSA-BALDERAS","06500","CEN","Centro","BIKE,TPV",98,107,122,98,19.427305,-99.149533
"110",109,"NEZAHUALCOYOTL-ISABEL LA CATOLICA","06500","CEN","Centro","BIKE",104,105,106,104,19.425311,-99.137421
"111",65,"MARCONI-TACUBA","06170","CEN","Centro","BIKE",52,55,52,55,19.436142,-99.139906
"112",87,"GANTE-VENUSTIANO CARRANZA",NA,"CEN","Centro","BIKE,TPV",95,96,95,96,19.43182,-99.13974
"113",89,"REPUBLICA DE GUATEMALA-MONTE DE PIEDAD",NA,"CEN","Centro","BIKE,TPV",90,90,90,90,19.434946,-99.133989
"114",90,"JOSE MARIA PINO SUAREZ-CORREGIDORA",NA,"CEN","Centro","BIKE,TPV",89,89,89,89,19.431698,-99.132446
"115",91,"REPUBLICA DE CUBA-ALLENDE","06500","CEN","Centro","BIKE",90,92,93,90,19.4374,-99.137571
"116",92,"SAN ILDEFONSO-REPUBLICA DE ARGENTINA","06500","CEN","Centro","BIKE",90,91,93,90,19.436531,-99.131497
"117",93,"PALMA NORTE-REPUBLICA DE CUBA","06500","CEN","Centro","BIKE",90,91,92,90,19.436741,-99.134811
"118",94,"LIC. VERDAD-MONEDA",NA,"CEN","Centro","BIKE",94,94,94,94,19.433766,-99.130918
"119",95,"20 DE NOVIEMBRE-VENUSTIANO CARRANZA","06500","CEN","Centro","BIKE",93,96,97,93,19.430722,-99.133698
"120",96,"LOPEZ-AYUNTAMIENTO","06500","CEN","Centro","BIKE",98,98,98,98,19.430625,-99.14248
"121",97,"REPUBLICA DE SALVADOR-PINO SUAREZ","06500","CEN","Centro","BIKE,TPV",90,100,90,100,19.429189,-99.132759
"122",98,"EMILIO DONDE-AV. BALDERAS","06500","CEN","Centro","BIKE",107,108,107,108,19.430267,-99.14861
"123",99,"ERNESTO PUGIBET-LUIS MOYA",NA,"CEN","Centro","BIKE",96,98,122,96,19.42995,-99.14591
"124",100,"20 DE NOVIEMBRE-MESONES","06500","CEN","Centro","BIKE",95,97,101,95,19.428485,-99.1338
"125",101,"1ER. CALLEJÓN DE MESONES-MESONES",NA,"CEN","Centro","BIKE",100,104,105,100,19.428366,-99.135895
"126",82,"INDEPENDENCIA-MARROQUI","06100","CEN","Centro","BIKE,TPV",43,48,43,48,19.433115,-99.143686
"127",52,"HIDALGO-TRUJANO","06140","CEN","Centro","BIKE,TPV",43,43,43,43,19.436236,-99.142039
"128",48,"INDEPENDENCIA-AZUETA","06700","CEN","Centro","BIKE",43,82,43,82,19.433686,-99.146557
"129",43,"JUAREZ-REVILLAGIGEDO","06700","CEN","Centro","BIKE,TPV",52,82,52,82,19.435228,-99.146063
"130",29,"REFORMA-BUCARELI","06500","CEN","Centro","BIKE,TPV",41,41,41,41,19.434913,-99.149939
"131",192,"RUBEN DARIO-REFORMA","11510","CHA","Bosque de Chapultepec","BIKE,TPV",193,234,238,193,19.42592,-99.190755
"132",193,"RUBEN DARIO-REFORMA","11510","CHA","Bosque de Chapultepec","BIKE",192,234,238,192,19.425907,-99.190733
"133",194,"CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA","11510","CHA","Bosque de Chapultepec","BIKE,TPV",195,253,261,195,19.424282,-99.180334
"134",195,"AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI",NA,"CHA","Bosque de Chapultepec","BIKE,TPV",194,253,261,194,19.424926,-99.185147
"135",258,"CIRCUITO INTERIOR-JUAN ESCUTIA ",NA,"CON","Condesa","BIKE",36,49,53,36,19.4167,-99.1791
"136",49,"MAZATLAN-JUAN DE LA BARRERA","06140","CON","Condesa","BIKE",41,44,50,60,19.416712,-99.175704
"137",50,"CUERNAVACA-VERACRUZ","06140","CON","Condesa","BIKE",44,49,57,58,19.416938,-99.173648
"138",53,"FERNANDO MONTES DE OCA-TULA","06140","CON","Condesa","BIKE",52,60,65,66,19.414773,-99.178433
"139",54,"PARQUE ESPAÑA-SONORA","06700","CON","Condesa","BIKE,TPV",50,51,58,63,19.416215,-99.170825
"140",58,"PARQUE ESPAÑA-JUAN DE LA BARRERA","06140","CON","Condesa","BIKE",50,54,61,63,19.41568,-99.171793
"141",67,"VICENTE SUAREZ-MICHOACAN","06170","CON","Condesa","BIKE",62,66,68,62,19.411797,-99.17588
"142",68,"TAMAULIPAS-MICHOACAN","06170","CON","Condesa","BIKE,TPV",67,71,74,67,19.411556,-99.17406
"143",60,"MAZATLAN-FERNANDO MONTES DE OCA","06140","CON","Condesa","BIKE",23,52,62,66,19.414191,-99.177123
"144",62,"FERNANDO MONTES DE OCA-AMATLAN","06140","CON","Condesa","BIKE",67,71,74,67,19.413322,-99.175202
"145",11,"RIO AMAZONAS-RIO LERMA","06500","CUA","Cuauhtémoc","BIKE",3,12,19,3,19.430992,-99.163593
"146",20,"REFORMA-RIO TAMESIS","06500","CUA","Cuauhtémoc","BIKE",12,19,27,12,19.430964,-99.160206
"147",18,"REFORMA-RIO SENA","06500","CUA","Cuauhtémoc","BIKE,TPV",17,25,17,25,19.42836,-99.165543
"148",14,"REFORMA-RIO DE PLATA","06500","CUA","Cuauhtémoc","BIKE",13,21,22,28,19.424768,-99.173261
"149",15,"REFORMA-RIO MISSISSIPPI","06500","CUA","Cuauhtémoc","BIKE,TPV",14,16,22,23,19.425477,-99.171567
